Cell_Type,Method,Trait,Gene,PP_H0,PP_H1,PP_H2,PP_H3,PP_H4,File
NK_R,ssq,ra,ENSG00000237541,6.10174407468412e-126,6.94290346813362e-126,0.262182314347176,0.298136074606614,0.439681611046188,coloc_results_NK_R_ssq_ra.rds
